Order,Level,short_code,long_code,long_parent,code,parent,description
929524,4,650691,6.50691E+11,6.506E+11,,65.06,
929525,5,650691,6.50691E+11,6.50691E+11,6506.91,,Bathing caps. hoods and other headgear. whether or not lined or trimmed. of rubber or plastics (other than safety headgear and headgear having the character of toys or festive articles)
929526,5,650699,6.50699E+11,6.50691E+11,6506.99,,Headgear. whether or not lined or trimmed. n.e.s.
929527,3,650700,6.507E+11,6.50021E+11,6507,65,Headbands. linings. covers. hat foundations. hat frames. peaks and chinstraps. for headgear (excl. headbands used by sportsmen as sweatbands. knitted or crocheted)
929528,2,660021,6.60021E+11,6.40011E+11,66,X..,UMBRELLAS. SUN UMBRELLAS. WALK.NG ST.CKS. SEAT-ST.CKS. WH.PS. R.D.NG-CROPS AND PARTS THEREOF
929529,3,660100,6.601E+11,6.60021E+11,66.01,66,Umbrellas and sun umbrellas. incl. walking-stick umbrellas. garden umbrellas and similar umbrellas (excl. toy umbrellas and beach tents)
929530,4,660110,6.6011E+11,6.601E+11,6601.1,66.01,Garden or similar umbrellas (excl. beach tents)
929531,4,660191,6.60191E+11,6.601E+11,,66.01,
929532,5,660191,6.60191E+11,6.60191E+11,6601.91,,Umbrellas having a telescopic shaft (excl. toy umbrellas)
929533,5,660199,6.60199E+11,6.60191E+11,6601.99,,Umbrellas and sun umbrellas. incl. walking-stick umbrellas (excl. umbrellas having a telescopic shaft. garden umbrellas and the like. and toy umbrellas)
929534,3,660200,6.602E+11,6.60021E+11,6602,66,Walking sticks. seat-sticks. whips. riding-crops and the like (excl. measure walking sticks. crutches. firearm-sticks and sports sticks)
929535,3,660300,6.603E+11,6.60021E+11,66.03,66,Parts. trimmings and accessories for umbrellas and sun umbrellas of heading 6601 or for walking sticks. seat-sticks. whips. riding-crops and the like of heading 6602
929536,4,660320,6.6032E+11,6.603E+11,6603.2,66.03,"Umbrella frames. incl. frames mounted on shafts ""sticks"". for umbrellas and sun umbrellas of heading 6601"
929537,4,660390,6.6039E+11,6.603E+11,6603.9,66.03,"Parts. trimmings and accessories for umbrellas and sun umbrellas of heading 6601 or for walking sticks. seat-sticks. whips. riding-crops and the like of heading 6602 (excl. umbrella frames. incl. frames mounted on shafts ""sticks"")"
929538,2,670021,6.70021E+11,6.40011E+11,67,X..,PREPARED FEATHERS AND DOWN AND ART.CLES MADE OF FEATHERS OR OF DOWN; ART.F.C.AL FLOWERS; ART.CLES OF HUMAN HA.R
929539,3,670100,6.701E+11,6.70021E+11,6701,67,Skins and other parts of birds with their feathers or down. feathers. parts of feathers. down and articles thereof (excl. goods of heading 0505. worked quills and scapes. footwear and headgear. articles of bedding and similar furnishing of heading 9404. toys. games and sports requisites. and collectors' pieces)
929540,3,670200,6.702E+11,6.70021E+11,67.02,67,Artificial flowers. foliage and fruit and parts thereof. and articles made of artificial flowers. foliage or fruit. by binding. glueing. fitting into one another or similar methods
929541,4,670210,6.7021E+11,6.702E+11,6702.1,67.02,Artificial flowers. foliage and fruit and parts thereof. and articles made of artificial flowers. foliage or fruit. by binding. glueing. fitting into one another or similar methods. of plastics
929542,4,670290,6.7029E+11,6.702E+11,6702.9,67.02,Artificial flowers. foliage and fruit and parts thereof. and articles made of artificial flowers. foliage or fruit. by binding. glueing. fitting into one another or similar methods (excl. of plastics)
929543,3,670300,6.703E+11,6.70021E+11,6703,67,Human hair. dressed. thinned. bleached or otherwise worked; wool. other animal hair or other textile materials. prepared for use in making wigs or the like (excl. natural plaits of human hair. whether or not washed and degreased. but not otherwise processed)
929544,3,670400,6.704E+11,6.70021E+11,67.04,67,Wigs. false beards. eyebrows and eyelashes. switches and the like. of human or animal hair or of textile materials; articles of human hair. n.e.s.
929545,4,670411,6.70411E+11,6.704E+11,,67.04,
929546,5,670411,6.70411E+11,6.70411E+11,6704.11,,Complete wigs of synthetic textile materials
929547,5,670419,6.70419E+11,6.70411E+11,6704.19,,False beards. eyebrows and eyelashes. switches and the like. of synthetic textile materials (excl. complete wigs)
929548,4,670420,6.7042E+11,6.704E+11,6704.2,67.04,Wigs. false beards. eyebrows and eyelashes. switches and the like. of human hair. and articles of human hair. n.e.s.
929549,4,670490,6.7049E+11,6.704E+11,6704.9,67.04,Wigs. false beards. eyebrows and eyelashes. switches and the like. of animal hair or textile materials (excl. synthetic textile materials)
929550,1,680011,6.80011E+11,,X...,,ART.CLES OF STONE. PLASTER. CEMENT. ASBESTOS. M.CA OR S.M.LAR MATER.ALS; CERAM.C PRODUCTS; GLASS AND GLASSWARE
929551,2,680021,6.80021E+11,6.80011E+11,68,X...,ART.CLES OF STONE. PLASTER. CEMENT. ASBESTOS. M.CA OR S.M.LAR MATER.ALS
929552,3,680100,6.801E+11,6.80021E+11,6801,68,Setts. curbstones and flagstones. of natural stone (excl. slate)
929553,3,680200,6.802E+11,6.80021E+11,68.02,68,Monumental or building stone. natural (excl. slate). worked. and articles; mosaic cubes etc. of natural stone. incl. slate. whether or not on a backing; artificially coloured granules. chippings. powder. of natural stone. incl. slate (excl. setts. curbstones. flagstones; articles of fused basalt and of fired steatite; jewellery. clocks. lamps and parts; buttons. chalks. original sculptures and statuary)
929554,4,680210,6.8021E+11,6.802E+11,6802.1,68.02,Tiles. cubes and other processed articles of natural stone. incl. slate. for mosaics and the like. whether or not rectangular or square. the largest surface area of which is capable of being enclosed in a square of side of < 7 cm; artificially coloured granules. chippings and powder of natural stone. incl. slate
929555,4,680221,6.80221E+11,6.802E+11,,68.02,
929556,5,680221,6.80221E+11,6.80221E+11,6802.21,,Marble. travertine and alabaster articles thereof. simply cut or sawn. with a flat or even surface (excl. with a completely or partly planed. sand-dressed. coarsely or finely ground or polished surface. tiles. cubes and similar articles of subheading 6802.10. setts. curbstones and flagstones)
929557,5,680223,6.80223E+11,6.80221E+11,6802.23,,Granite and articles thereof. simply cut or sawn. with a flat or even surface (excl. with a completely or partly planed. sand-dressed. coarsely or finely ground or polished surface. tiles. cubes and similar articles of subheading 6802 10 00. setts. curbstones and flagstones)
929558,5,680229,6.80229E+11,6.80221E+11,6802.29,,Monumental or building stone and articles thereof. simply cut or sawn. with a flat or even surface (excl. marble. travertine. alabaster. granite and slate. those with a completely or partly planed. sand-dressed. coarsely or finely ground or polished surface. tiles. cubes and similar articles of subheading 6802 10 00. setts. curbstones and flagstones)
929559,4,680291,6.80291E+11,6.802E+11,,68.02,
929560,5,680291,6.80291E+11,6.80291E+11,6802.91,,Marble. travertine and alabaster. in any form (excl. tiles. cubes and similar articles of subheading 6802.10. imitation jewellery. clocks. lamps and lighting fittings and parts thereof. buttons. original sculptures and statuary. setts. curbstones and flagstones)
929561,5,680292,6.80292E+11,6.80291E+11,6802.92,,Calcareous stone. in any form (excl. marble. travertine and alabaster. tiles. cubes and similar articles of subheading 6802.10. imitation jewellery. clocks. lamps and lighting fittings and parts thereof. original sculptures and statuary. setts. curbstones and flagstones)
929562,5,680293,6.80293E+11,6.80291E+11,6802.93,,Granite. in any form. polished. decorated or otherwise worked (excl. tiles. cubes and similar articles of subheading 6802.10. imitation jewellery. clocks. lamps and lighting fittings and parts thereof. original sculptures and statuary. setts. curbstones and flagstones)
929563,5,680299,6.80299E+11,6.80291E+11,6802.99,,Monumental or building stone. in any form. polished. decorated or otherwise worked (excl. calcareous stone. granite and slate. tiles. cubes and similar articles of subheading 6802.10. articles of fused basalt. articles of natural steatite. ceramically calcined. imitation jewellery. clocks. lamps and lighting fittings and parts thereof. original sculptures and statuary. setts. curbstones and flagstones)
929564,3,680300,6.803E+11,6.80021E+11,6803,68,Worked slate and articles of slate or of agglomerated slate (excl. slate granules. chippings and powder. mosaic cubes and the like. slate pencils. and ready-to-use slates or boards with writing or drawing surfaces)
929565,3,680400,6.804E+11,6.80021E+11,68.04,68,Millstones. grindstones. grinding wheels and the like. without frameworks. for milling. grinding. pulping. sharpening. polishing. trueing or cutting. hand sharpening or polishing stones. and parts thereof. of natural stone. of agglomerated natural or artificial abrasives. or of ceramics. with or without parts of other materials (excl. perfumed pumice stones and grinding wheels etc. specifically for dental drill engines)
929566,4,680410,6.8041E+11,6.804E+11,6804.1,68.04,Millstones and grindstones. without frameworks. for milling. grinding or pulping
929567,4,680421,6.80421E+11,6.804E+11,,68.04,
929568,5,680421,6.80421E+11,6.80421E+11,6804.21,,Millstones. grindstones. grinding wheels and the like. without frameworks. for sharpening. polishing. trueing or cutting. of agglomerated synthetic or natural diamond (excl. hand sharpening or polishing stones. and grinding wheels etc. specifically for dental drill engines)
929569,5,680422,6.80422E+11,6.80421E+11,6804.22,,Millstones. grindstones. grinding wheels and the like. without frameworks. for sharpening. polishing. trueing or cutting. of agglomerated abrasives or ceramics (excl. of agglomerated synthetic or natural diamond. hand sharpening or polishing stones. perfumed pumice stones. and grinding wheels etc. specifically for dental drill engines)
929570,5,680423,6.80423E+11,6.80421E+11,6804.23,,Millstones. grindstones. grinding wheels and the like. without frameworks. for sharpening. polishing. trueing or cutting. of natural stone (excl. of agglomerated natural abrasives or ceramics. perfumed pumice stones. hand sharpening or polishing stones. and grinding wheels etc. specifically for dental drill engines)
929571,4,680430,6.8043E+11,6.804E+11,6804.3,68.04,Hand sharpening or polishing stones
929572,3,680500,6.805E+11,6.80021E+11,68.05,68,Natural or artificial abrasive powder or grain. on a base of textile material. paper. paperboard or other materials. whether or not cut to shape or sewn or otherwise made up
929573,4,680510,6.8051E+11,6.805E+11,6805.1,68.05,Natural or artificial abrasive powder or grain. on a base of woven textile fabric only. whether or not cut to shape. sewn or otherwise made up
929574,4,680520,6.8052E+11,6.805E+11,6805.2,68.05,Natural or artificial abrasive powder or grain. on a base of paper or paperboard only. whether or not cut to shape. sewn or otherwise made up
929575,4,680530,6.8053E+11,6.805E+11,6805.3,68.05,Natural or artificial abrasive powder or grain. on a base of materials other than woven textile fabric only or paper or paperboard only. whether or not cut to shape. sewn or otherwise made up
929576,3,680600,6.806E+11,6.80021E+11,68.06,68,Slag-wool. rock-wool and similar mineral wools; exfoliated vermiculite. expanded clays. foamed slag and similar expanded mineral materials; mixtures and articles of heat-insulating. sound-insulating or sound absorbing mineral materials (excl. articles of light concrete. asbestos. asbestos-cement. cellulose fibre-cement or the like. mixtures and other articles of or based on asbestos. and ceramic products)
929577,4,680610,6.8061E+11,6.806E+11,6806.1,68.06,Slag-wool. rock-wool and similar mineral wools. incl. intermixtures thereof. in bulk. sheets or rolls
929578,4,680620,6.8062E+11,6.806E+11,6806.2,68.06,Exfoliated vermiculite. expanded clays. foamed slag and similar expanded mineral materials. incl. intermixtures thereof
929579,4,680690,6.8069E+11,6.806E+11,6806.9,68.06,Mixtures and articles of heat-insulating. sound-insulating or sound absorbing mineral materials (excl. slag-wool. rock-wool and similar mineral wools. exfoliated vermiculite. expanded clays. foamed slag and similar expanded mineral materials. articles of light concrete. asbestos-cement. cellulose fibre-cement or the like. mixtures and other articles of or based on asbestos. and ceramic products)
929580,3,680700,6.807E+11,6.80021E+11,68.07,68,Articles of asphalt or of similar materials. e.g. petroleum bitumen or coal tar pitch
929581,4,680710,6.8071E+11,6.807E+11,6807.1,68.07,Articles of asphalt or of similar materials. e.g. petroleum bitumen or coal tar pitch. in rolls
929582,4,680790,6.8079E+11,6.807E+11,6807.9,68.07,Articles of asphalt or of similar materials. e.g. petroleum bitumen or coal tar pitch (excl. in rolls)
929583,3,680800,6.808E+11,6.80021E+11,6808,68,Panels. boards. tiles. blocks and similar articles of vegetable fibre. of straw or of shavings. chips. particles. sawdust or other waste of wood. agglomerated with cement. plaster or other mineral binders (excl. articles of asbestos-cement. cellulose fibre-cement or the like)
929584,3,680900,6.809E+11,6.80021E+11,68.09,68,Articles of plaster or of compositions based on plaster (excl. plaster bandages for straightening fractures. put up for retail sale; plaster splints for the treatment of fractures; lightweight with plaster agglomerated building boards or articles for heat-insulation. sound-insulation or sound absorption; anatomic and other models for demonstration purposes; original sculptures and statuary)
929585,4,680911,6.80911E+11,6.809E+11,,68.09,
929586,5,680911,6.80911E+11,6.80911E+11,6809.11,,Boards. sheets. panels. tiles and similar articles. of plaster or compositions based on plaster. faced or reinforced with paper or paperboard only (excl. ornamented and with plaster agglomerated articles for heat-insulation. sound-insulation or sound absorption)
929587,5,680919,6.80919E+11,6.80911E+11,6809.19,,Boards. sheets. panels. tiles and similar articles. of plaster or compositions based on plaster (excl. ornamented. faced or reinforced with paper or paperboard only. and with plaster agglomerated articles for heat-insulation. sound-insulation or sound absorption)
929588,4,680990,6.8099E+11,6.809E+11,6809.9,68.09,Articles of plaster or of compositions based on plaster (excl. plaster bandages for straightening fractures. put up for retail sale; plaster splints for the treatment of fractures; lightweight with plaster agglomerated building boards or articles for heat-insulation. sound-insulation or sound absorption; anatomic and other models for demonstration purposes; non-ornamented boards. sheets. panels. tiles andsimilar articles)
929589,3,681000,6.81E+11,6.80021E+11,68.1,68,Articles of cement. concrete or artificial stone. whether or not reinforced
929590,4,681011,6.81011E+11,6.81E+11,,68.1,
929591,5,681011,6.81011E+11,6.81011E+11,6810.11,,Building blocks and bricks of cement. concrete or artificial stone. whether or not reinforced
929592,5,681019,6.81019E+11,6.81011E+11,6810.19,,Tiles. flagstones. bricks and similar articles. of cement. concrete or artificial stone (excl. building blocks and bricks)
929593,4,681091,6.81091E+11,6.81E+11,,68.1,
929594,5,681091,6.81091E+11,6.81091E+11,6810.91,,Prefabricated structural components for building or civil engineering of cement. concrete or artificial stone. whether or not reinforced
929595,5,681099,6.81099E+11,6.81091E+11,6810.99,,Articles of cement. concrete or artificial stone. whether or not reinforced (excl. prefabricated structural components for building or civil engineering. tiles. paving. bricks and the like)
929596,3,681100,6.811E+11,6.80021E+11,68.11,68,Articles of asbestos-cement. cellulose fibre-cement or the like
929597,4,681140,6.8114E+11,6.811E+11,6811.4,68.11,Articles of asbestos-cement. cellulose fibre-cement or the like. containing asbestos
929598,4,681181,6.81181E+11,6.811E+11,,68.11,
929599,5,681181,6.81181E+11,6.81181E+11,6811.81,,Corrugated sheets of cellulose fibre-cement or the like. not containing asbestos
929600,5,681182,6.81182E+11,6.81181E+11,6811.82,,Sheets. panels. paving. tiles and similar articles. of cellulose fibre-cement or the like. not containing asbestos (excl. corrugated sheets)
929601,5,681189,6.81189E+11,6.81181E+11,6811.89,,Articles of cellulose fibre-cement or the like. not containing asbestos (excl. corrugated and other sheets. panels. tiles and similar articles)
929602,3,681200,6.812E+11,6.80021E+11,68.12,68,Fabricated asbestos fibres; mixtures with a basis of asbestos or with a basis of asbestos and magnesium carbonate; articles of such mixtures or of asbestos. e.g.. thread. woven fabric. clothing. headgear. footwear. gaskets. whether or not reinforced (excl. friction material with a basis of asbestos. and articles of asbestos-cement)
929603,4,681280,6.8128E+11,6.812E+11,6812.8,68.12,Fabricated crocidolite asbestos fibres; mixtures with a basis of crocidolite asbestos or with a basis of crocidolite asbestos and magnesium carbonate; articles of such mixtures or of crocidolite asbestos. e.g.. thread. woven fabric. clothing. headgear. footwear. gaskets. whether or not reinforced (excl. friction material with a basis of crocidolite asbestos. and articles of crocidolite asbestos-cement)
929604,4,681291,6.81291E+11,6.812E+11,,68.12,
929605,5,681291,6.81291E+11,6.81291E+11,6812.91,,Clothing. clothing accessories. footwear and headgear of asbestos or of mixtures with a basis of asbestos or a basis of asbestos and magnesium carbonate (excl. of crocidolite asbestos)
929606,5,681292,6.81292E+11,6.81291E+11,6812.92,,Paper. millboard and felt of asbestos or of mixtures with a basis of asbestos or a basis of asbestos and magnesium carbonate (excl. containing < 35% by weight of asbestos and of crocidolite asbestos)
929607,5,681293,6.81293E+11,6.81291E+11,6812.93,,Compressed asbestos fibre jointing. in sheets or rolls (excl. of crocidolite asbestos)
929608,5,681299,6.81299E+11,6.81291E+11,6812.99,,Fabricated asbestos fibres; mixtures with a basis of asbestos or with a basis of asbestos and magnesium carbonate; articles of such mixtures or of asbestos. e.g.. yarn. thread. cords. string. woven or knitted fabric. whether or not reinforced (excl. of crocidolite asbestos; compressed asbestos fibre jointing. in sheets or rolls; paper. millboard and felt; clothing. clothing accessories. footwear and headgear; friction material with a basis of asbestos; articles of asbestos-cement)
929609,3,681300,6.813E+11,6.80021E+11,68.13,68,Friction material and articles thereof. e.g.. sheets. rolls. strips. segments. discs. washers. pads. not mounted. for brakes. clutches or the like. with a basis of asbestos. other mineral substances or cellulose. whether or not combined with textile or other materials (excl. mounted friction material)
929610,4,681320,6.8132E+11,6.813E+11,6813.2,68.13,Friction material and articles thereof. e.g. sheets. rolls. strips. segments. discs. washers and pads. for clutches and the like. not mounted. containing asbestos. whether or not combined with textile or other materials
929611,4,681381,6.81381E+11,6.813E+11,,68.13,
929612,5,681381,6.81381E+11,6.81381E+11,6813.81,,Brake linings and pads. with a basis of mineral substances or cellulose. whether or not combined with textile or other materials (excl. containing asbestos)
929613,5,681389,6.81389E+11,6.81381E+11,6813.89,,Friction material and articles thereof. e.g. sheets. rolls. strips. segments. discs. washers and pads. for clutches and the like. with a basis of mineral substances or cellulose. whether or not combined with textile or other materials (excl. containing asbestos. and brake linings and pads)
929614,3,681400,6.814E+11,6.80021E+11,68.14,68,Worked mica and articles of mica. incl. agglomerated or reconstituted mica. whether or not on a support of paper. paperboard or other materials (excl. electrical insulators. insulating fittings. resistors and capacitors. protective goggles of mica and their glasses. and mica in the form of Christmas tree decorations)
929615,4,681410,6.8141E+11,6.814E+11,6814.1,68.14,Plates. sheets and strips of agglomerated or reconstituted mica. whether or not on a support of paper. paperboard or other materials. in rolls or merely cut into square or rectangular shapes
929616,4,681490,6.8149E+11,6.814E+11,6814.9,68.14,Worked mica and articles of mica (excl. electrical insulators. insulating fittings. resistors and capacitors. protective goggles of mica and their glasses. mica in the form of Christmas tree decorations. and plates. sheets and strips of agglomerated or reconstituted mica. whether or not on supports)
929617,3,681500,6.815E+11,6.80021E+11,68.15,68,Articles of stone or of other mineral substances. incl. carbon fibres. articles of carbon fibres and articles of peat. n.e.s.
929618,4,681510,6.8151E+11,6.815E+11,6815.1,68.15,Articles of graphite or other carbon. incl. carbon fibres. for non-electrical purposes
929619,4,681520,6.8152E+11,6.815E+11,6815.2,68.15,Articles of peat (excl. textile products from peat fibres)
929620,4,681591,6.81591E+11,6.815E+11,,68.15,
929621,5,681591,6.81591E+11,6.81591E+11,6815.91,,Articles of stone or other mineral substances. n.e.s. containing magnesite. dolomite or chromite
929622,5,681599,6.81599E+11,6.81591E+11,6815.99,,Articles of stone or other mineral substances. n.e.s. (excl. containing magnesite. dolomite or chromite and articles of graphite or other carbon)
929623,2,690021,6.90021E+11,6.80011E+11,69,X...,CERAM.C PRODUCTS
929624,3,690100,6.901E+11,6.90021E+11,,69,
929625,3,690100,6.901E+11,6.90021E+11,6901,69,Bricks. blocks. tiles and other ceramic goods of siliceous fossil meals. e.g. kieselguhr. tripolite or diatomite. or of similar siliceous earths
929626,3,690200,6.902E+11,6.90021E+11,69.02,69,Refractory bricks. blocks. tiles and similar refractory ceramic constructional goods (excl. those of siliceous fossil meals or similar siliceous earths)
929627,4,690210,6.9021E+11,6.902E+11,6902.1,69.02,Refractory bricks. blocks. tiles and similar refractory ceramic constructional goods containing. by weight. singly or together. > 50% of the elements Mg. Ca or Cr. expressed as MgO. CaO or Cr2O3
929628,4,690220,6.9022E+11,6.902E+11,6902.2,69.02,Refractory bricks. blocks. tiles and similar refractory ceramic constructional goods containing. by weight. > 50% alumina. silica or a mixture or compound of these products (excl. those of siliceous fossil meals or similar siliceous earths)
929629,4,690290,6.9029E+11,6.902E+11,6902.9,69.02,Refractory bricks. blocks. tiles and similar refractory ceramic constructional goods (excl. containing. by weight. singly or together. > 50% of the elements Mg. Ca or Cr. expressed as MgO. CaO or Cr2O3. containing. by weight. > 50% alumina. silica or a mixture or compound of these products and those of siliceous fossil meals or similar siliceous earths)
929630,3,690300,6.903E+11,6.90021E+11,69.03,69,Retorts. crucibles. mufflers. nozzles. plugs. supports. cupels. tubes. pipes. sheaths. rods and other refractory ceramic goods (excl. those of siliceous fossil meals or of similar siliceous earths. and refractory bricks. blocks. tiles and similar refractory ceramic constructional goods)
929631,4,690310,6.9031E+11,6.903E+11,6903.1,69.03,Retorts. crucibles. mufflers. nozzles. plugs. supports. cupels. tubes. pipes. sheaths. rods and other refractory ceramic goods. containing. by weight. > 50% graphite. other carbon or a mixture thereof (excl. refractory bricks. blocks. tiles and similar refractory ceramic constructional goods)
929632,4,690320,6.9032E+11,6.903E+11,6903.2,69.03,Retorts. crucibles. mufflers. nozzles. plugs. supports. cupels. tubes. pipes. sheaths. rods and other refractory ceramic goods. containing > 50% alumina. or a compound of alumina and silica (excl. refractory bricks. blocks. tiles and similar refractory ceramic constructional goods)
929633,4,690390,6.9039E+11,6.903E+11,6903.9,69.03,Retorts. crucibles. mufflers. nozzles. plugs. supports. cupels. tubes. pipes. sheaths. rods and other refractory ceramic goods (excl. those of siliceous fossil meals or similar siliceous earths. those of heading 6902. containing > 50% carbon or containing > 50% by weight of alumina [Al203] or a mixture or compound of alumina and silica [SiO2])
929634,3,690400,6.904E+11,6.90021E+11,,69,
929635,3,690400,6.904E+11,6.90021E+11,69.04,69,Ceramic building bricks. flooring blocks. support or filler tiles and the like (excl. those of siliceous fossil meals or similar siliceous earths. refractory bricks of heading 6902. and flags and pavings. hearth and wall tiles of heading 6907 and 6908)
929636,4,690410,6.9041E+11,6.904E+11,6904.1,69.04,Building bricks (excl. those of siliceous fossil meals or similar siliceous earths. and refractory bricks of heading 6902)
929637,4,690490,6.9049E+11,6.904E+11,6904.9,69.04,Ceramic flooring blocks. support or filler tiles and the like (excl. those of siliceous fossil meals or similar siliceous earths. refractory bricks of heading 6902. and flags and pavings. hearth and wall tiles of heading 6907 and 6908. and building bricks)
929638,3,690500,6.905E+11,6.90021E+11,69.05,69,Roofing tiles. chimney pots. cowls. chimney liners. architectural ornaments and other ceramic constructional goods (excl. of siliceous fossil meals or similar siliceous earths. refractory ceramic constructional components. pipes and other components for drainage and similar purposes)
929639,4,690510,6.9051E+11,6.905E+11,6905.1,69.05,Roofing tiles
929640,4,690590,6.9059E+11,6.905E+11,6905.9,69.05,Ceramic chimney pots. cowls. chimney liners. architectural ornaments and other ceramic constructional goods (excl. of siliceous fossil meals or similar siliceous earths. refractory ceramic constructional components. pipes and other components for drainage and similar purposes. and roofing tiles)
929641,3,690600,6.906E+11,6.90021E+11,6906,69,Ceramic pipes. conduits. guttering and pipe fittings (excl. of siliceous fossil meals or similar siliceous earths. refractory ceramic goods. chimney liners. pipes specifically manufactured for laboratories. insulating tubing and fittings and other piping for electrotechnical purposes)
929642,3,690700,6.907E+11,6.90021E+11,69.07,69,Unglazed ceramic flags and paving. hearth or wall tiles; unglazed ceramic mosaic cubes and the like. whether or not on a backing (excl. of siliceous fossil meals or similar siliceous earths. refractory ceramic goods. tiles specially adapted as table mats. ornamental articles and tiles specifically manufactured for stoves)
929643,4,690710,6.9071E+11,6.907E+11,6907.1,69.07,Unglazed ceramic tiles. mosaic cubes and similar articles. whether or not square or rectangular. the largest surface area of which is capable of being enclosed in a square of side of < 7 cm. whether or not on a backing
929644,4,690790,6.9079E+11,6.907E+11,6907.9,69.07,Unglazed ceramic flags and paving. hearth or wall tiles; unglazed ceramic mosaic cubes and the like. whether or not on a backing (excl. of siliceous fossil meals or similar siliceous earths. refractory ceramic goods. tiles specially adapted as table mats. ornamental articles. tiles specifically manufactured for stoves. tiles and cubes and the like the largest surface area of which is capable of being enclosed in a square of side of < 7 cm)
929645,3,690800,6.908E+11,6.90021E+11,69.08,69,Glazed ceramic flags and paving. hearth or wall tiles; glazed ceramic mosaic cubes and the like. whether or not on a backing (excl. of siliceous fossil meals or similar siliceous earths. refractory ceramic goods. tiles specially adapted as table mats. ornamental articles and tiles specifically manufactured for stoves)
929646,4,690810,6.9081E+11,6.908E+11,6908.1,69.08,Glazed ceramic tiles. mosaic cubes and similar articles. whether or not square or rectangular. the largest surface area of which is capable of being enclosed in a square of side of < 7 cm. whether or not on a backing
929647,4,690890,6.9089E+11,6.908E+11,6908.9,69.08,Glazed ceramic flags and paving. hearth or wall tiles; glazed ceramic mosaic cubes and the like. whether or not on a backing (excl. of siliceous fossil meals or similar siliceous earths. refractory ceramic goods. tiles specially adapted as table mats. ornamental articles. tiles specifically manufactured for stoves. tiles and cubes and the like the largest surface area of which is capable of being enclosed in a square of side of < 7 cm)
929648,3,690900,6.909E+11,6.90021E+11,69.09,69,Ceramic wares for laboratory. chemical or other technical uses; ceramic troughs. tubs and similar receptacles used in agriculture; ceramic pots. jars and similar articles used for the conveyance or packing of goods (excl. millstones. polishing stones. grindstones and the like of heading 6804; refractory ceramic goods; household articles; containers for shops; electrical devices. insulators and other insulating fittings)
929649,4,690911,6.90911E+11,6.909E+11,,69.09,
929650,5,690911,6.90911E+11,6.90911E+11,6909.11,,Ceramic wares for laboratory. chemical or other technical uses. of porcelain or china (excl. refractory ceramic goods. electrical devices. insulators and other electrical insulating fittings)
929651,5,690912,6.90912E+11,6.90911E+11,6909.12,,Ceramic articles having a hardness equivalent to >= 9 on the Mohs scale. for chemical or other technical uses (excl. of porcelain or china. refractory ceramic goods. electrical devices. insulators and other electrical insulating fittings)
929652,5,690919,6.90919E+11,6.90911E+11,6909.19,,Ceramic wares for chemical or other technical uses (excl. of porcelain or china. articles having a hardness equivalent to >= 9 on the Mohs scale. millstones. polishing stones. grindstones and the like of heading 6804. refractory ceramic goods. electrical devices. insulators and other electrical insulating fittings)
929653,4,690990,6.9099E+11,6.909E+11,6909.9,69.09,Ceramic troughs. tubs and similar receptacles of a kind used in agriculture; ceramic pots. jars and similar articles of a kind used for the conveyance or packing of goods (excl. general-purpose storage vessels for laboratories. containers for shops and household articles)
929654,3,691000,6.91E+11,6.90021E+11,69.1,69,Ceramic sinks. washbasins. washbasin pedestals. baths. bidets. water closet pans. flushing cisterns. urinals and similar sanitary fixtures (excl. soap dishes. sponge holders. tooth-brush holders. towel hooks and toilet paper holders)
929655,4,691010,6.9101E+11,6.91E+11,6910.1,69.1,Ceramic sinks. washbasins. washbasin pedestals. baths. bidets. water closet pans. flushing cisterns. urinals and similar sanitary fixtures of porcelain or china (excl. soap dishes. sponge holders. tooth-brush holders. towel hooks and toilet paper holders)
929656,4,691090,6.9109E+11,6.91E+11,6910.9,69.1,Ceramic sinks. washbasins. washbasin pedestals. baths. bidets. water closet pans. flushing cisterns. urinals and similar sanitary fixtures (excl. of porcelain or china. soap dishes. sponge holders. tooth-brush holders. towel hooks and toilet paper holders)
929657,3,691100,6.911E+11,6.90021E+11,69.11,69,Tableware. kitchenware. other household articles and toilet articles. of porcelain or china (excl. baths. bidets. sinks and similar sanitary fixtures. statuettes and other ornamental articles. pots. jars. carboys and similar receptacles for the conveyance or packing of goods. and coffee grinders and spice mills with receptacles made of ceramics and working parts of metal)
929658,4,691110,6.9111E+11,6.911E+11,6911.1,69.11,Tableware and kitchenware. of porcelain or china (excl. ornamental articles. pots. jars. carboys and similar receptacles for the conveyance or packing of goods. and coffee grinders and spice mills with receptacles made of ceramics and working parts of metal)
929659,4,691190,6.9119E+11,6.911E+11,6911.9,69.11,Household and toilet articles. of porcelain or china (excl. tableware and kitchenware. baths. bidets. sinks and similar sanitary fixtures. statuettes and other ornamental articles. pots. jars. carboys and similar receptacles for the conveyance or packing of goods. and coffee grinders and spice mills with receptacles made of ceramics and working parts of metal)
929660,3,691200,6.912E+11,6.90021E+11,6912,69,Tableware. kitchenware. other household articles and toilet articles. of ceramics other than porcelain or china (excl. baths. bidets. sinks and similar sanitary fixtures. statuettes and other ornamental articles. pots. jars. carboys and similar receptacles for the conveyance or packing of goods. and coffee grinders and spice mills with receptacles made of ceramics and working parts of metal)
929661,3,691300,6.913E+11,6.90021E+11,69.13,69,Statuettes and other ornamental ceramic articles. n.e.s.
